Stock,BY,Female #,Age,Reproductive Effort,Estimated Fecundity ,L95%,U95%,Green egg avg weight,Comments
Grays,2010,F-136,4,15.0,2456,NA,NA,0.3460,Grimm and crew skipped eyed egg sampling
Grays,2010,F-137,88,18.0,3014,NA,NA,0.3540,Grimm and crew skipped eyed egg sampling
Grays,2010,F-138,4,19.3,3230,NA,NA,0.2740,Grimm and crew skipped eyed egg sampling
Grays,2010,F-139,4,16.2,2243,NA,NA,0.3110,Grimm and crew skipped eyed egg sampling
Grays,2010,F-140,4,19.2,2795,NA,NA,0.3470,Grimm and crew skipped eyed egg sampling
Grays,2010,F-141,4,18.7,3212,NA,NA,0.3410,Grimm and crew skipped eyed egg sampling
Grays,2010,F-142,4,15.4,2313,NA,NA,0.3280,Grimm and crew skipped eyed egg sampling
Grays,2010,F-143,3,20.8,2067,NA,NA,0.2990,Grimm and crew skipped eyed egg sampling
Grays,2010,F-144,4,20.0,2889,NA,NA,0.3560,Grimm and crew skipped eyed egg sampling
Grays,2010,F-145,4,14.5,2408,NA,NA,0.3070,Grimm and crew skipped eyed egg sampling
Grays,2010,F-146,4,13.1,2162,NA,NA,0.2840,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-1,4,17.9,2203,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-2,4,19.9,2611,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-3,4,17.3,2985,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-4,4,18.5,3160,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-5,4,17.5,2376,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-6,4,13.4,1760,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-7,4,16.9,2796,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-8,4,16.3,2552,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-9,4,15.1,1703,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-10,4,8.1,1721,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-11,4,18.3,2164,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-12,4,17.9,2165,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-13,4,17.1,2156,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-14,4,18.7,1851,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-15,4,16.3,2944,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-16,4,11.7,1568,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-17,4,18.5,536,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-18,4,16.9,2576,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-19,4,16.9,1993,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-20,4,17.6,2122,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-21,4,20.2,3257,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-22,4,11.6,1927,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-23,4,17.3,2618,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-24,4,17.5,2116,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-25,4,16.2,2637,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-26,4,17.5,2801,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-27,4,18.2,2533,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-28,4,13.6,1568,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-29,4,23.0,5328,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-30,4,19.0,3772,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-31,4,19.0,3142,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-32,4,19.3,2979,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-33,4,14.7,2339,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-34,4,17.4,2602,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-35,4,18.1,2479,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-36,4,13.0,2679,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-37,4,15.2,2413,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-38,4,20.3,4519,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-39,4,17.4,2696,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-40,4,14.3,1725,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-41,4,19.7,2912,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-42,4,19.2,3070,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-43,4,13.6,1949,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-44,4,17.3,1792,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-45,4,18.0,2516,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-46,4,17.4,2537,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-47,4,18.0,2396,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-48,4,15.0,2661,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-49,5,17.7,2066,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-50,4,17.2,2201,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-51,4,16.5,1750,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-52,4,14.8,2440,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-53,4,13.7,1666,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-54,4,16.4,2629,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-55,4,18.0,2623,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-56,4,16.0,2711,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-57,4,18.4,3124,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-58,4,12.2,1656,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-59,4,12.9,1960,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-60,4,17.5,2844,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-61,4,10.0,1490,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-62,4,17.7,2693,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-63,4,16.9,3439,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-64,4,14.6,2051,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-65,4,15.9,1952,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-66,4,10.1,1102,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-67,4,13.2,2305,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-68,4,8.9,1003,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-69,4,19.3,2650,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-70,4,9.2,962,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-71,4,12.3,1939,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-72,4,18.2,2337,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-73,4,16.0,2604,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-74,4,16.6,2553,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-75,NA,8.2,1173,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-76,4,20.1,2206,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-77,4,16.3,2705,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-78,4,12.5,2430,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-79,4,17.3,2233,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-80,4,18.6,2981,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-81,5,17.2,2554,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-82,4,14.5,1957,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-83,4,13.7,1819,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-84,4,16.7,2718,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-85,4,16.9,3246,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-86,4,19.2,2087,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-87,4,15.0,1777,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-88,4,11.0,1435,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-89,4,15.7,1403,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-90,4,17.9,2681,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-91,4,19.5,2923,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-92,4,16.0,2948,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-93,4,19.7,2684,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-94,4,20.3,2927,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-95,4,17.6,2293,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-96,4,19.1,2878,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-97,4,17.4,2137,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-98,4,18.3,2608,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-99,4,23.2,2404,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-100,4,22.0,3320,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-101,4,18.6,2317,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-102,4,13.9,1973,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-103,4,13.9,2143,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-104,NA,12.4,1511,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-105,NA,15.1,2253,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-106,4,14.1,1507,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-107,4,12.7,2202,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-108,4,16.0,1923,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-109,4,14.7,2037,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-110,4,13.1,1774,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-111,4,19.5,2304,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-112,4,12.4,1302,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-113,4,8.6,1038,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-114,5,11.0,3023,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-115,4,19.2,2659,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-116,4,17.7,2695,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-117,4,16.3,3066,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-118,4,16.5,2681,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-119,4,17.1,2579,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-120,4,15.6,1377,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-121,4,18.1,3111,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-122,3,21.1,3200,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-123,4,16.1,1443,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-124,4,15.7,2052,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-125,4,18.7,2631,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-126,4,18.8,2239,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-127,4,13.4,2524,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-128,4,19.4,2841,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-129,4,12.6,1450,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-130,4,11.7,1442,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-131,4,16.2,2246,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-132,4,19.5,3182,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-133,4,19.3,2855,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-134,4,17.7,1990,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-135,4,15.5,2714,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-136,4,19.3,2812,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-137,4,16.4,1728,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-138,4,20.6,2678,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-139,4,18.1,2133,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-140,4,17.7,2854,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-141,4,16.1,2508,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-142,88,NA,NA,NA,NA,NA,green girl
Grays,2011,F-143,4,15.2,2516,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-144,4,15.4,1602,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-145,4,19.0,3383,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-146,4,18.4,1907,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-147,4,19.0,2449,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-148,4,16.4,2059,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-149,4,17.0,2354,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-150,4,14.5,1784,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-151,4,15.6,1947,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2011,F-152,4,16.3,2055,NA,NA,NA,Grimm and crew skipped eyed egg sampling and egg weights
Grays,2012,F-1,4,19.0,3432,NA,NA,0.3310,Grimm and crew skipped eyed egg sampling
Grays,2012,F-2,4,19.3,2643,NA,NA,0.3470,Grimm and crew skipped eyed egg sampling
Grays,2012,F-3,4,17.3,2642,NA,NA,0.3460,Grimm and crew skipped eyed egg sampling
Grays,2012,F-4,4,19.7,2814,NA,NA,0.2810,Grimm and crew skipped eyed egg sampling
Grays,2012,F-5,4,13.9,2369,NA,NA,0.3770,Grimm and crew skipped eyed egg sampling
Grays,2012,F-6,4,19.1,2389,NA,NA,0.2990,Grimm and crew skipped eyed egg sampling
Grays,2012,F-7,4,14.7,2647,NA,NA,0.3130,Grimm and crew skipped eyed egg sampling
Grays,2012,F-8,4,17.6,3176,NA,NA,0.2970,Grimm and crew skipped eyed egg sampling
Grays,2012,F-9,4,17.4,2351,NA,NA,0.2490,Grimm and crew skipped eyed egg sampling
Grays,2012,F-10,4,14.8,2488,NA,NA,0.3090,Grimm and crew skipped eyed egg sampling
Grays,2012,F-11,4,17.1,3046,NA,NA,0.2390,Grimm and crew skipped eyed egg sampling
Grays,2012,F-12,4,13.8,2076,NA,NA,0.3280,Grimm and crew skipped eyed egg sampling
Grays,2012,F-13,4,16.2,2606,NA,NA,0.3170,Grimm and crew skipped eyed egg sampling
Grays,2012,F-14,4,17.2,3453,NA,NA,0.3450,Grimm and crew skipped eyed egg sampling
Grays,2012,F-15,3,16.7,3814,NA,NA,0.2800,Grimm and crew skipped eyed egg sampling
Grays,2012,F-16,4,17.2,2939,NA,NA,0.2980,Grimm and crew skipped eyed egg sampling
Grays,2012,F-17,4,18.0,2920,NA,NA,0.3190,Grimm and crew skipped eyed egg sampling
Grays,2012,F-18,4,18.4,2861,NA,NA,0.2940,Grimm and crew skipped eyed egg sampling
Grays,2012,F-19,4,12.5,1887,NA,NA,0.3370,Grimm and crew skipped eyed egg sampling
Grays,2012,F-20,4,17.2,3090,NA,NA,0.2580,Grimm and crew skipped eyed egg sampling
Grays,2012,F-21,4,16.2,2685,NA,NA,0.3010,Grimm and crew skipped eyed egg sampling
Grays,2012,F-22,4,17.7,2997,NA,NA,0.3200,Grimm and crew skipped eyed egg sampling
Grays,2012,F-23,4,17.5,2766,NA,NA,0.3440,Grimm and crew skipped eyed egg sampling
Grays,2012,F-24,4,14.4,2715,NA,NA,0.3010,Grimm and crew skipped eyed egg sampling
Grays,2012,F-25,4,15.4,2676,NA,NA,0.2980,Grimm and crew skipped eyed egg sampling
Grays,2012,F-26,88,18.4,3330,NA,NA,0.3000,Grimm and crew skipped eyed egg sampling
Grays,2012,F-27,5,16.5,2375,NA,NA,0.4150,Grimm and crew skipped eyed egg sampling
Grays,2012,F-28,88,18.5,3239,NA,NA,0.1940,Grimm and crew skipped eyed egg sampling
Grays,2012,F-29,4,17.7,2900,NA,NA,0.3310,Grimm and crew skipped eyed egg sampling
Grays,2012,F-30,4,12.5,1893,NA,NA,0.3100,Grimm and crew skipped eyed egg sampling
Grays,2012,F-31,4,16.8,2755,NA,NA,0.3270,Grimm and crew skipped eyed egg sampling
Grays,2012,F-32,4,17.5,3892,NA,NA,NA,Grimm and crew skipped eyed egg sampling
Grays,2012,F-33,4,15.2,2448,NA,NA,0.3090,Grimm and crew skipped eyed egg sampling
Grays,2012,F-34,4,11.3,2152,NA,NA,0.3350,Grimm and crew skipped eyed egg sampling
Grays,2012,F-35,3,18.1,2738,NA,NA,0.2840,Grimm and crew skipped eyed egg sampling
Grays,2012,F-36,4,15.7,3628,NA,NA,0.3070,Grimm and crew skipped eyed egg sampling
Grays,2012,F-37,4,17.3,2781,NA,NA,0.3100,Grimm and crew skipped eyed egg sampling
Grays,2012,F-38,4,15.4,2586,NA,NA,0.3320,Grimm and crew skipped eyed egg sampling
Grays,2012,F-39,4,17.2,3105,NA,NA,0.3310,Grimm and crew skipped eyed egg sampling
Grays,2012,F-40,88,15.9,2638,NA,NA,0.3230,Grimm and crew skipped eyed egg sampling
Grays,2012,F-41,4,18.7,3167,NA,NA,0.3190,Grimm and crew skipped eyed egg sampling
Grays,2012,F-42,5,17.4,3045,NA,NA,0.2820,Grimm and crew skipped eyed egg sampling
Grays,2012,F-43,4,15.4,2195,NA,NA,0.3200,Grimm and crew skipped eyed egg sampling
Grays,2012,F-44,4,12.4,1798,NA,NA,0.3940,Grimm and crew skipped eyed egg sampling
Grays,2012,F-45,5,18.1,2862,NA,NA,0.3360,Grimm and crew skipped eyed egg sampling
Grays,2012,F-46,4,18.4,3198,NA,NA,0.3160,Grimm and crew skipped eyed egg sampling
Grays,2012,F-47,3,18.3,2207,NA,NA,0.2870,Grimm and crew skipped eyed egg sampling
Grays,2012,F-48,4,17.7,2637,NA,NA,0.2590,Grimm and crew skipped eyed egg sampling
Grays,2012,F-49,4,15.9,2360,NA,NA,0.3770,Grimm and crew skipped eyed egg sampling
Grays,2012,F-50,5,18.4,3098,NA,NA,0.2930,Grimm and crew skipped eyed egg sampling
Grays,2012,F-51,4,13.3,3089,NA,NA,0.3010,Grimm and crew skipped eyed egg sampling
Grays,2012,F-52,4,17.3,3527,NA,NA,0.2470,Grimm and crew skipped eyed egg sampling
