Stock,BY,Female #,Age,Reproductive Effort,Estimated Fecundity ,L95%,U95%,Green egg avg weight,Comments
Grays,2012,F-53,4,17.6,2717,NA,NA,0.3060,Grimm and crew skipped eyed egg sampling
Grays,2012,F-54,3,6.4,1051,NA,NA,0.3200,Grimm and crew skipped eyed egg sampling
Grays,2012,F-55,4,18.5,2340,NA,NA,0.3540,Grimm and crew skipped eyed egg sampling
Grays,2012,F-56,4,19.7,3289,NA,NA,0.3840,Grimm and crew skipped eyed egg sampling
Grays,2012,F-57,88,16.9,2757,NA,NA,0.3360,Grimm and crew skipped eyed egg sampling
Grays,2012,F-58,5,19.4,2736,NA,NA,0.3220,Grimm and crew skipped eyed egg sampling
Grays,2012,F-59,4,18.8,3504,NA,NA,0.3120,Grimm and crew skipped eyed egg sampling
Grays,2012,F-60,4,15.4,2529,NA,NA,NA,Grimm and crew skipped eyed egg sampling
Grays,2012,F-61,4,18.0,3084,NA,NA,NA,Grimm and crew skipped eyed egg sampling
Grays,2012,F-62,4,11.9,2166,NA,NA,0.3190,Grimm and crew skipped eyed egg sampling
Grays,2012,F-63,5,13.7,2679,NA,NA,0.3350,Grimm and crew skipped eyed egg sampling
Grays,2012,F-64,3,13.1,2454,NA,NA,0.2550,Grimm and crew skipped eyed egg sampling
Grays,2012,F-65,4,17.4,2783,NA,NA,0.2880,Grimm and crew skipped eyed egg sampling
Grays,2012,F-66,5,17.9,2322,NA,NA,0.3610,Grimm and crew skipped eyed egg sampling
Grays,2012,F-67,3,18.7,2574,NA,NA,0.2470,Grimm and crew skipped eyed egg sampling
Grays,2012,F-68,4,15.9,1974,NA,NA,0.2970,Grimm and crew skipped eyed egg sampling
Grays,2012,F-69,4,19.2,2485,NA,NA,0.3700,Grimm and crew skipped eyed egg sampling
Grays,2012,F-70,4,16.0,2027,NA,NA,0.3090,Grimm and crew skipped eyed egg sampling
Grays,2012,F-71,4,15.9,3064,NA,NA,0.2660,Grimm and crew skipped eyed egg sampling
Grays,2012,F-72,3,16.9,2364,NA,NA,0.2390,Grimm and crew skipped eyed egg sampling
Grays,2012,F-73,4,17.1,2157,NA,NA,0.3160,Grimm and crew skipped eyed egg sampling
Grays,2012,F-74,5,16.7,2967,NA,NA,0.3450,Grimm and crew skipped eyed egg sampling
Grays,2012,F-75,3,20.0,2956,NA,NA,0.2590,Grimm and crew skipped eyed egg sampling
Grays,2012,F-76,4,19.9,2884,NA,NA,0.3170,Grimm and crew skipped eyed egg sampling
Grays,2012,F-77,4,18.9,3730,NA,NA,0.2940,Grimm and crew skipped eyed egg sampling
Grays,2012,F-78,4,16.4,2405,NA,NA,0.3120,Grimm and crew skipped eyed egg sampling
Grays,2012,F-79,5,17.4,3069,NA,NA,0.3250,Grimm and crew skipped eyed egg sampling
Grays,2012,F-80,4,19.7,2334,NA,NA,0.3030,Grimm and crew skipped eyed egg sampling
Grays,2012,F-81,5,5.0,567,NA,NA,0.3310,Grimm and crew skipped eyed egg sampling
Grays,2012,F-82,3,14.7,2189,NA,NA,0.3190,Grimm and crew skipped eyed egg sampling
Grays,2012,F-83,3,14.8,1677,NA,NA,0.2990,Grimm and crew skipped eyed egg sampling
Grays,2012,F-84,4,20.5,3149,NA,NA,0.3310,Grimm and crew skipped eyed egg sampling
Grays,2012,F-85,4,19.1,2684,NA,NA,0.3510,Grimm and crew skipped eyed egg sampling
Grays,2012,F-86,5,16.2,2813,NA,NA,0.4040,Grimm and crew skipped eyed egg sampling
Grays,2012,F-87,4,16.8,2816,NA,NA,0.3080,Grimm and crew skipped eyed egg sampling
Grays,2012,F-88,4,7.6,1175,NA,NA,0.3400,Grimm and crew skipped eyed egg sampling
Grays,2012,F-89,3,16.6,2426,NA,NA,0.2280,Grimm and crew skipped eyed egg sampling
Grays,2012,F-90,4,11.0,1497,NA,NA,0.3930,Grimm and crew skipped eyed egg sampling
Grays,2012,F-91,4,20.3,3324,NA,NA,0.3050,Grimm and crew skipped eyed egg sampling
Grays,2012,F-92,4,21.7,2604,NA,NA,0.3690,Grimm and crew skipped eyed egg sampling
Grays,2012,F-93,88,18.3,3675,NA,NA,0.2890,Grimm and crew skipped eyed egg sampling
Grays,2012,F-94,4,18.5,3969,NA,NA,0.3210,Grimm and crew skipped eyed egg sampling
Grays,2012,F-95,5,5.9,751,NA,NA,0.3480,Grimm and crew skipped eyed egg sampling
Grays,2012,F-96,4,17.5,2575,NA,NA,0.2620,Grimm and crew skipped eyed egg sampling
Grays,2012,F-97,4,14.9,2565,NA,NA,0.3540,Grimm and crew skipped eyed egg sampling
Grays,2012,F-98,5,18.2,2782,NA,NA,0.3600,Grimm and crew skipped eyed egg sampling
Grays,2012,F-99,4,19.2,3010,NA,NA,0.3220,Grimm and crew skipped eyed egg sampling
Grays,2012,F-100,4,19.4,3073,NA,NA,0.3170,Grimm and crew skipped eyed egg sampling
Grays,2012,F-101,4,18.6,2965,NA,NA,0.3340,Grimm and crew skipped eyed egg sampling
Grays,2012,F-102,4,17.8,2745,NA,NA,0.3100,Grimm and crew skipped eyed egg sampling
Grays,2012,F-103,4,19.3,3033,NA,NA,0.2410,Grimm and crew skipped eyed egg sampling
Grays,2012,F-104,4,18.9,2798,NA,NA,0.3260,Grimm and crew skipped eyed egg sampling
Grays,2012,F-105,4,16.3,2100,NA,NA,0.2930,Grimm and crew skipped eyed egg sampling
Grays,2012,F-106,4,18.6,3505,NA,NA,0.3700,Grimm and crew skipped eyed egg sampling
Grays,2012,F-107,3,19.5,2802,NA,NA,0.2720,Grimm and crew skipped eyed egg sampling
Grays,2012,F-108,5,20.4,3357,NA,NA,0.3170,Grimm and crew skipped eyed egg sampling
Grays,2012,F-109,4,18.0,3010,NA,NA,0.3720,Grimm and crew skipped eyed egg sampling
Grays,2012,F-110,4,15.0,1983,NA,NA,0.3470,Grimm and crew skipped eyed egg sampling
Grays,2012,F-111,4,15.6,2593,NA,NA,0.3070,Grimm and crew skipped eyed egg sampling
Grays,2012,F-112,5,11.7,2003,NA,NA,0.3370,Grimm and crew skipped eyed egg sampling
Grays,2012,F-113,4,17.5,2626,NA,NA,0.3770,Grimm and crew skipped eyed egg sampling
Grays,2013,F-1,3,15.8,2669,2669,2669,0.2410,"mostly dead eggs at shock, hand counted"
Grays,2013,F-2,5,13.9,2582,2602,2562,0.3380,
Grays,2013,F-3,4,15.2,3115,3143,3087,0.2940,
Grays,2013,F-4,5,19.1,3771,3981,3561,0.3630,
Grays,2013,F-5,4,14.3,2918,2983,2853,0.3210,
Grays,2013,F-6,4,12.1,1899,1953,1845,0.2160,
Grays,2013,F-7,5,9.1,1809,1817,1801,0.3400,
Grays,2013,F-8,5,16.8,2988,3069,2907,0.3310,
Grays,2013,F-9,5,14.8,2472,2519,2425,0.4050,
Grays,2013,F-10,5,12.6,2545,2567,2523,0.3300,
Grays,2013,F-11,4,16.5,2536,2557,2515,0.2750,
Grays,2013,F-12,5,14.7,2020,2056,1984,0.2970,
Grays,2013,F-13,5,6.2,935,956,914,0.3150,
Grays,2013,F-14,5,15.8,3045,3112,2978,0.3730,
Grays,2013,F-15,4,16.8,3047,3064,3030,0.2990,
Grays,2013,F-16,4,11.8,1711,1726,1696,0.3160,
Grays,2013,F-17,4,15.7,2793,2801,2785,0.3190,
Grays,2013,F-18,4,16.1,3429,3697,3161,0.2750,
Grays,2013,F-19,4,8.8,1599,1606,1592,0.2650,
Grays,2013,F-20,3,15.1,2177,2216,2138,0.2310,
Grays,2013,F-21,88,3.8,675,683,667,0.3020,
Grays,2013,F-22,3,14.4,2573,2596,2550,0.2350,
Grays,2013,F-23,3,18.1,2862,2895,2829,0.2970,
Grays,2013,F-24,88,17.3,2882,2914,2850,0.3230,
Grays,2013,F-25,5,18.0,3404,3438,3370,0.3020,
Grays,2013,F-26,3,10.5,1749,1754,1744,0.2640,
Grays,2013,F-27,4,15.6,2181,2185,2177,0.2960,
Grays,2013,F-28,4,12.9,2028,2058,1998,0.2380,
Grays,2013,F-29,4,18.6,2631,2646,2616,0.3040,
Grays,2013,F-30,5,16.6,2864,2936,2792,0.3380,
Grays,2013,F-31,4,17.9,2670,2700,2640,0.3430,
Grays,2013,F-32,3,16.8,2151,2170,2132,0.2460,
Grays,2013,F-33,5,NA,NA,NA,NA,NA,green girl
Grays,2013,F-34,4,12.3,2296,2315,2277,0.3260,
Grays,2013,F-35,88,19.0,2060,2075,2045,0.2320,
Grays,2013,F-36,4,17.0,1868,2007,1729,0.3710,
Grays,2013,F-37,4,15.8,1718,1718,1718,0.2910,"mostly dead eggs at shock, hand counted"
Grays,2013,F-38,5,NA,NA,NA,NA,NA,green girl
Grays,2013,F-39,4,NA,NA,NA,NA,NA,
Grays,2013,F-40,4,17.3,2959,2969,2949,0.3210,
Grays,2013,F-41,3,14.0,2467,2579,2355,0.2500,
Grays,2013,F-42,3,14.4,2241,2246,2236,0.3110,
Grays,2013,F-43,5,17.1,2900,2948,2852,0.2970,
Grays,2013,F-44,3,13.2,2487,2657,2317,0.2950,
Grays,2013,F-45,4,17.5,2467,2535,2399,0.3090,
Grays,2013,F-46,5,NA,1547,1561,1533,0.3840,
Grays,2013,F-47,4,18.9,3805,3812,3798,0.3020,
Grays,2013,F-48,4,19.2,2783,2806,2760,0.3160,
Grays,2013,F-49,3,17.3,2301,2315,2287,0.2520,
Grays,2013,F-50,4,19.2,1939,1952,1926,0.3270,
Grays,2013,F-51,4,16.9,2375,2383,2367,0.3030,
Grays,2013,F-52,4,16.0,1961,1983,1939,0.3310,
Grays,2013,F-53,4,17.1,3120,3158,3082,0.3050,
Grays,2013,F-54,4,19.8,3325,3349,3301,0.2660,
Grays,2013,F-55,4,17.4,3203,3205,3201,0.2820,
Grays,2013,F-56,4,17.0,2443,2449,2437,0.3430,
Grays,2013,F-57,3,17.2,2575,2604,2546,0.3130,
Grays,2013,F-58,88,20.3,2196,2229,2163,0.3040,
Grays,2013,F-59,4,19.2,2366,2379,2353,0.2990,
Grays,2013,F-60,4,18.6,3118,3177,3059,0.3040,
Grays,2013,F-61,4,18.2,2331,2337,2325,0.2990,
Grays,2013,F-62,4,19.4,3082,3151,3013,0.2880,
Grays,2013,F-63,4,18.3,2538,2555,2521,0.2800,
Grays,2013,F-64,4,20.4,3234,3258,3210,0.2940,
Grays,2013,F-65,4,14.5,2092,2095,2089,0.2390,
Grays,2013,F-66,4,17.3,2712,2727,2697,0.2880,
Grays,2013,F-67,4,17.4,2510,2523,2497,0.2550,
Grays,2013,F-68,3,13.1,1612,1623,1601,0.2540,
Grays,2013,F-69,88,18.0,2779,2791,2767,0.3270,
Grays,2013,F-70,4,17.6,2760,2864,2656,0.2880,
Grays,2013,F-71,4,16.4,2656,2669,2643,0.3100,
Grays,2013,F-72,4,15.4,1810,1830,1790,0.2340,
Grays,2013,F-73,3,15.3,2483,2490,2476,0.2170,
Grays,2013,F-74,3,12.7,2094,2157,2031,0.2970,
Grays,2013,F-75,4,14.0,2425,2492,2358,NA,
Grays,2013,F-76,3,11.5,1539,1576,1502,0.2660,
Grays,2013,F-77,3,14.8,2266,2278,2254,0.2470,
Grays,2013,F-78,4,14.7,2116,2126,2106,0.3040,
Grays,2013,F-79,4,18.5,2853,2861,2845,0.3040,
Grays,2013,F-80,3,14.5,1666,1671,1661,0.2630,
Grays,2013,F-81,4,17.8,2523,2539,2507,0.2950,
Grays,2013,F-82,5,15.1,3592,3641,3543,0.2500,
Grays,2013,F-83,4,19.2,2514,2550,2478,0.3120,
Grays,2013,F-84,4,16.3,2213,2231,2195,0.3410,
Grays,2013,F-85,3,18.8,2314,2320,2308,0.2620,
Grays,2013,F-86,88,4.8,1104,1134,1074,0.3640,
Grays,2013,F-87,4,19.3,3032,3075,2989,0.2800,
Grays,2013,F-88,3,14.3,1611,1621,1601,0.2470,
Grays,2013,F-89,3,16.0,2534,2648,2420,0.2800,
Grays,2013,F-90,3,19.4,2720,2737,2703,0.2780,
Grays,2013,F-91,4,17.9,3758,3773,3743,0.2850,
Grays,2013,F-92,3,15.5,3118,3150,3086,0.2540,
Grays,2013,F-93,3,16.7,3269,3302,3236,0.2850,
Grays,2013,F-94,4,18.4,3101,3119,3083,0.2930,
Grays,2013,F-95,3,17.6,2912,2932,2892,0.2610,
Grays,2013,F-96,3,17.0,1720,1731,1709,0.3010,
Grays,2013,F-97,4,16.8,2890,2921,2859,0.2940,
Grays,2013,F-98,4,20.1,2427,2513,2341,0.3130,
Grays,2013,F-99,4,21.1,3507,3546,3468,0.2760,
Grays,2013,F-100,4,NA,NA,NA,NA,NA,green girl
Grays,2013,F-101,4,18.9,3280,3317,3243,0.3130,
Grays,2013,F-102,4,20.4,2891,2928,2854,0.2670,
Grays,2013,F-103,4,17.0,2569,2600,2538,0.3080,
Grays,2013,F-104,4,16.7,2038,2038,2038,0.3380,"mostly dead eggs at shock, hand counted"
Grays,2013,F-105,88,19.9,3669,3692,3646,0.2810,
Grays,2013,F-106,3,14.8,1751,1759,1743,0.2950,
Grays,2013,F-107,4,12.4,1746,1818,1674,0.2920,
Grays,2013,F-108,3,13.5,1642,1647,1637,0.2530,
Grays,2013,F-109,4,14.8,2191,2199,2183,0.2690,
Grays,2013,F-110,3,9.8,1115,1134,1096,0.2830,
Grays,2013,F-111,4,7.0,1066,1072,1060,0.3230,
Grays,2013,F-112,4,15.3,2027,2042,2012,0.2970,
Grays,2013,F-113,3,16.1,2114,2132,2096,0.2590,
Grays,2013,F-114,4,15.9,1665,1680,1650,0.2620,
Grays,2013,F-115,88,14.3,1723,1737,1709,0.3200,
Grays,2013,F-116,3,14.2,1881,2192,1570,0.2790,
Grays,2013,F-117,3,17.2,2884,2938,2830,0.2950,
Grays,2013,F-118,4,17.3,2437,2483,2391,0.3070,
Grays,2013,F-119,5,8.6,887,900,874,0.3780,
Grays,2013,F-120,4,12.5,1498,1505,1491,0.3110,
Grays,2013,F-121,3,15.8,1881,1891,1871,0.2750,
Grays,2013,F-122,3,13.0,1637,1637,1637,0.2580,
Grays,2013,F-123,3,17.9,1785,1827,1743,0.2830,
Grays,2013,F-124,3,16.6,1910,1924,1896,0.2640,
Grays,2013,F-125,3,15.2,2182,2192,2172,0.2510,
Grays,2014,F-1,4,19.4,3436,3477,3395,0.3630,
Grays,2014,F-2,4,16.0,2477,2497,2457,0.3310,
Grays,2014,F-3,4,15.8,2925,2965,2885,0.3240,
Grays,2014,F-4,4,13.9,2456,2481,2431,0.2890,
Grays,2014,F-5,4,18.5,3679,4332,3026,0.3170,
Grays,2014,F-6,4,16.4,2518,2571,2465,0.2880,
Grays,2014,F-7,4,12.3,2694,2733,2655,0.2950,
Grays,2014,F-8,3,19.2,3246,3276,3216,0.2640,
Grays,2014,F-9,4,21.4,3234,3317,3151,0.3260,
Grays,2014,F-10,4,17.6,2666,2697,2635,0.3210,
Grays,2014,F-11,4,15.7,2945,2964,2926,0.3490,
Grays,2014,F-12,4,16.8,3369,3442,3296,0.2890,
Grays,2014,F-13,4,18.0,2472,2486,2458,0.3160,
Grays,2014,F-14,4,16.6,3234,3314,3154,0.3410,
Grays,2014,F-15,3,18.0,2720,2739,2701,0.2720,
Grays,2014,F-16,4,18.4,2603,2619,2587,0.3260,
Grays,2014,F-17,4,18.4,3506,3536,3476,0.3220,
Grays,2014,F-18,4,16.5,2507,2527,2487,0.3570,
Grays,2014,F-19,4,15.1,2543,2574,2512,0.2810,
Grays,2014,F-20,4,21.1,2862,3028,2696,0.3610,
Grays,2014,F-21,4,17.8,3092,3378,2806,0.2830,
Grays,2014,F-22,4,15.6,3536,3551,3521,0.3020,
Grays,2014,F-23,4,16.1,1927,2270,1584,0.3140,
Grays,2014,F-24,4,14.3,2494,2527,2461,0.3280,
Grays,2014,F-25,4,17.5,2626,3214,2038,0.3270,
Grays,2014,F-26,4,16.1,2615,2618,2612,0.3550,
Grays,2014,F-27,4,16.4,2652,2661,2643,0.3630,
Grays,2014,F-28,4,16.7,3725,3755,3695,0.3310,
Grays,2014,F-29,4,17.6,3095,3122,3068,0.3850,
Grays,2014,F-30,4,19.3,2835,2862,2808,0.3200,
Grays,2014,F-31,4,14.6,2709,2870,2548,0.3320,
Grays,2014,F-32,4,16.8,2168,2175,2161,0.3640,
Grays,2014,F-33,3,17.3,2016,2027,2005,0.2740,
Grays,2014,F-34,4,11.0,1642,1676,1608,0.3730,
Grays,2014,F-35,3,17.8,2485,2496,2474,0.2870,
Grays,2014,F-36,4,16.5,3336,3373,3299,0.2760,
Grays,2014,F-37,4,14.3,2670,2726,2614,0.3620,
Grays,2014,F-38,88,19.5,3532,3564,3500,0.3240,
Grays,2014,F-39,4,20.6,3817,4031,3603,0.3120,
Grays,2014,F-40,4,19.3,2605,2629,2581,0.2890,
Grays,2014,F-41,4,19.1,3049,3123,2975,0.3340,
Grays,2014,F-42,4,13.0,2298,2331,2265,0.2940,
Grays,2014,F-43,4,11.7,1791,1811,1771,0.3200,
Grays,2014,F-44,3,19.3,2755,2776,2734,0.2950,
Grays,2014,F-45,3,19.7,2973,3045,2901,0.3100,
Grays,2014,F-46,3,19.3,2470,2476,2464,0.2850,
Grays,2014,F-47,4,17.2,3424,3498,3350,0.2930,
Grays,2014,F-48,4,11.1,1958,1976,1940,0.2980,
Grays,2014,F-49,4,6.5,816,859,773,0.3770,
Grays,2014,F-50,4,13.1,2124,2144,2104,0.3010,
Grays,2014,F-51,4,16.5,2682,2720,2644,0.3610,
Grays,2014,F-52,4,19.2,4281,4296,4266,0.3540,
Grays,2014,F-53,4,16.0,2805,2808,2802,0.3160,
Grays,2014,F-54,4,8.0,1329,1349,1309,0.3400,
Grays,2014,F-55,4,20.3,2686,2715,2657,0.3070,
Grays,2014,F-56,4,14.5,2382,2410,2354,0.2680,
Grays,2014,F-57,4,17.0,2616,2629,2603,0.3450,
Grays,2014,F-58,4,17.2,2566,2606,2526,0.3510,
Grays,2014,F-59,4,16.2,2218,2246,2190,0.3900,
Grays,2014,F-60,4,13.7,2697,2714,2680,0.3200,
Grays,2014,F-61,4,11.8,2481,2547,2415,0.3280,
Grays,2014,F-62,4,17.1,2746,2804,2688,0.3510,
Grays,2014,F-63,4,17.9,2637,2649,2625,0.3870,
Grays,2014,F-64,4,17.7,2978,3056,2900,0.3360,
Grays,2014,F-65,4,17.3,3079,3115,3043,0.3110,
Grays,2014,F-66,4,17.5,3136,3305,2967,0.2930,
Grays,2014,F-67,4,17.3,3183,3317,3049,0.3620,
Grays,2014,F-68,4,15.7,2607,2643,2571,0.3030,
Grays,2014,F-69,4,21.3,3099,3112,3086,0.3190,
Grays,2014,F-70,4,9.1,1320,1331,1309,0.3120,
Grays,2014,F-71,5,16.5,2228,2255,2201,0.3560,
Grays,2014,F-72,4,19.2,4264,4308,4220,0.2730,
Grays,2014,F-73,4,17.2,2631,2689,2573,0.3660,
Grays,2014,F-74,4,16.9,3541,3591,3491,0.3060,
Grays,2014,F-75,5,17.2,3027,3051,3003,0.3450,
Grays,2014,F-76,4,18.3,3149,3192,3106,0.3170,
Grays,2014,F-77,4,10.2,2054,2071,2037,0.3120,
Grays,2014,F-78,4,21.3,2939,2990,2888,0.3680,
Grays,2014,F-79,4,16.9,3038,3065,3011,0.2980,
Grays,2014,F-80,4,16.1,2371,2402,2340,0.3630,
Grays,2014,F-81,4,17.7,2682,2734,2630,0.2690,
Grays,2014,F-82,4,12.5,1109,1122,1096,0.3610,
Grays,2014,F-83,4,16.5,2306,2320,2292,0.3210,
Grays,2014,F-84,4,15.6,2093,2167,2019,0.2890,
Grays,2014,F-85,4,20.4,486,490,482,0.3200,
Grays,2014,F-86,4,14.9,2452,2478,2426,0.3210,
Grays,2014,F-87,4,17.5,2797,2849,2745,0.3380,
Grays,2014,F-88,4,14.7,2695,2756,2634,0.3260,
Grays,2014,F-89,5,14.8,2736,2752,2720,0.3190,
Grays,2014,F-90,3,12.7,1442,1448,1436,0.2940,
Grays,2014,F-91,3,11.9,1765,1781,1749,0.2900,
Grays,2014,F-92,4,19.1,2822,2885,2759,0.3160,
Grays,2014,F-93,4,18.5,3121,3149,3093,0.2970,
Grays,2014,F-94,4,18.8,3041,3156,2926,0.2640,
Grays,2014,F-95,4,5.4,1008,1048,968,0.3330,
Grays,2014,F-96,5,16.4,2878,2947,2809,0.2870,
Grays,2014,F-97,4,15.6,2682,2707,2657,0.2690,
Grays,2014,F-98,4,16.2,2472,2484,2460,0.3360,
Grays,2014,F-99,4,15.5,1851,1880,1822,0.3320,
Grays,2014,F-100,4,17.3,2714,2716,2713,0.3040,
Grays,2014,F-101,4,19.0,3530,3555,3505,0.3270,
Grays,2014,F-102,6,15.8,3813,4728,2898,0.3520,
Grays,2014,F-103,4,8.1,2890,3015,2765,0.3350,
Grays,2014,F-104,4,12.9,2403,2528,2278,0.3210,
Grays,2014,F-105,4,17.4,3553,3619,3487,0.2900,
Grays,2014,F-106,4,16.9,2602,2623,2581,0.2650,
Grays,2014,F-107,4,15.8,2441,2461,2421,0.3260,
Grays,2014,F-108,4,17.7,2827,2839,2815,0.3860,
Grays,2014,F-109,3,15.5,2399,2420,2378,0.2650,
Grays,2014,F-110,4,17.0,2838,2867,2809,0.3300,
Grays,2014,F-111,4,19.8,3016,3032,3000,0.3560,
Grays,2014,F-112,4,18.2,3331,3363,3299,0.3080,
Grays,2014,F-113,4,9.9,1454,1466,1442,0.3500,
Grays,2014,F-114,4,15.4,2841,2871,2811,0.3450,
Grays,2014,F-115,4,13.6,1997,2043,1951,0.3440,
Grays,2014,F-116,3,17.1,2725,2735,2715,0.2500,
Grays,2014,F-117,4,16.1,2716,2736,2696,0.3470,
Grays,2014,F-118,4,11.0,2092,2112,2072,0.3250,
Grays,2014,F-119,4,18.0,2084,2108,2060,0.2970,
Grays,2014,F-120,4,15.9,2547,2571,2523,0.2780,
Grays,2014,F-121,3,15.8,2806,2820,2792,0.2430,
Grays,2014,F-122,4,18.2,3251,3388,3114,0.3090,
Grays,2014,F-123,88,17.2,2348,2352,2344,0.2510,
Grays,2015,F-1,4,15.9,2759,2768,2750,0.3630,
Grays,2015,F-2,5,18.5,2459,2850,2068,0.3760,
Grays,2015,F-3,4,17.8,3490,3513,3467,0.2950,
Grays,2015,F-4,5,17.8,3020,3030,3010,0.3630,
Grays,2015,F-5,4,17.5,2945,2972,2918,0.3110,
Grays,2015,F-6,3,14.6,1885,1910,1860,0.2380,
Grays,2015,F-7,4,16.2,3263,3726,2800,0.3050,
Grays,2015,F-8,4,20.2,2774,2777,2771,0.3020,
Grays,2015,F-9,4,17.5,3075,3094,3056,0.3570,
Grays,2015,F-10,4,17.8,2982,2990,2974,0.3770,
Grays,2015,F-11,4,17.6,3342,3348,3336,0.2930,
Grays,2015,F-12,4,16.6,2045,2064,2026,0.3150,
Grays,2015,F-13,3,17.8,2614,2627,2601,0.2850,
Grays,2015,F-14,4,18.8,3090,3186,2994,0.2550,
Grays,2015,F-15,4,19.5,2677,2703,2651,0.2800,
Grays,2015,F-16,4,18.8,4132,4163,4101,0.3050,
Grays,2015,F-17,4,20.0,2817,2847,2787,0.3380,
Grays,2015,F-18,4,16.7,2936,2967,2905,0.3220,
Grays,2015,F-19,4,18.9,3850,3926,3774,0.3090,
Grays,2015,F-20,4,19.3,2630,2648,2612,0.2970,
Grays,2015,F-21,3,18.3,2305,2314,2296,0.2750,
Grays,2015,F-22,3,17.8,2734,2746,2722,0.2900,
Grays,2015,F-23,4,18.6,2595,2602,2588,0.3410,
Grays,2015,F-24,4,18.5,2615,2642,2588,0.3190,
Grays,2015,F-25,4,18.5,1791,1798,1784,0.3360,
Grays,2015,F-26,3,17.6,2185,2204,2166,0.3190,
Grays,2015,F-27,3,18.0,2641,2658,2624,0.2470,
Grays,2015,F-28,4,NA,NA,NA,NA,NA,green girl
Grays,2015,F-29,3,18.4,2076,2093,2059,0.2770,
Grays,2015,F-30,88,17.6,2373,2389,2357,0.2850,
Grays,2015,F-31,88,17.3,2419,2504,2334,NA,
Grays,2015,F-32,88,19.1,2419,2434,2404,NA,
Grays,2015,F-33,88,18.2,2582,2609,2555,NA,
Grays,2015,F-34,3,NA,NA,NA,NA,NA,green girl
Grays,2015,F-35,4,11.6,1682,1684,1680,0.3170,
Grays,2015,F-36,3,19.5,2772,2884,2660,0.3450,
Grays,2015,F-37,4,20.3,2963,2994,2932,0.3360,
Grays,2015,F-38,4,17.3,2667,2739,2595,0.3260,
Grays,2015,F-39,3,19.0,2540,2575,2505,0.2790,
Grays,2015,F-40,4,18.9,2663,2696,2630,0.3650,
Grays,2015,F-41,4,17.4,1888,1905,1871,0.3520,
Grays,2015,F-42,4,19.7,3148,3192,3104,0.3120,
Grays,2015,F-43,4,15.5,1849,1933,1765,0.2990,
Grays,2015,F-44,3,19.5,2405,2503,2307,0.2350,
Grays,2015,F-45,3,16.9,2272,2308,2236,0.2660,
Grays,2015,F-46,4,19.1,2468,2482,2454,0.2560,
Grays,2015,F-47,9,20.0,2455,2850,2060,0.3180,
Grays,2015,F-48,4,17.3,2683,2692,2674,0.2990,
Grays,2015,F-49,4,20.1,2736,2860,2612,0.2960,
Grays,2015,F-50,3,17.7,2298,2308,2288,0.2620,
Grays,2015,F-51,3,16.9,1818,1852,1784,0.3550,
Grays,2015,F-52,4,18.6,2834,2859,2809,0.2960,
Grays,2015,F-53,3,16.0,2353,2394,2312,0.2750,
Grays,2015,F-54,3,13.8,1935,1983,1887,0.2990,
Grays,2015,F-55,4,20.0,3002,3032,2972,0.2930,
Grays,2015,F-56,3,18.6,2165,2196,2134,0.2890,
Grays,2015,F-57,4,11.0,1182,1192,1172,0.3200,
Grays,2015,F-58,3,NA,NA,NA,NA,NA,green girl
Grays,2015,F-59,4,13.5,1488,1573,1403,0.3000,
Grays,2015,F-60,4,20.4,3675,3743,3607,0.2980,
Grays,2015,F-61,5,13.6,2133,2168,2098,0.3270,
Grays,2015,F-62,4,18.2,3558,3560,3556,0.3450,
Grays,2015,F-63,4,10.4,1501,1516,1486,0.2680,
Grays,2015,F-64,4,17.4,2098,2186,2010,0.3220,
Grays,2015,F-65,3,10.8,1512,1541,1483,0.2990,
